FIP_ID,STATE,COUNTY,79_SAMPLEDLANDWATER_ACRES,79_SE,79_SE_PERCENT,79_PLOT_COUNT,2_FORESTLAND_ACRES,2_SE,2_SE_PERCENT,2_PLOT_COUNT,20_NETSAWLOGVOLSAWTMBR_BRDFT,20_SE,20_SE_PERCENT,20_PLOT_COUNT,14_NETMERCHBOLELIVETREES_CBFT,14_SE,14_SE_PERCENT,14_PLOT_COUNT,203_AVGNETGROWTHSAWTMBR_BRDFT,203_SE,203_SE_PERCENT,203_PLOT_COUNT,1203_AVGANNGROSSGROWTHSAWTMBR_BRDFT,1203_SE,1203_SE_PERCENT,1203_PLOT_COUNT,227_AVGREMOVALSAWTMBR_BRDFT,227_SE,227_SE_PERCENT,227_PLOT_COUNT,98_CARBONLIVEABOVEGRND_MT,98_SE,98_SE_PERCENT,98_PLOT_COUNT
55069,WI,Lincoln,579964.62,39853.01,6.87,188,433505.64,33785.24,7.79,158,1486312452.61,182470993.89,12.28,114,584245733.70,56713850.01,9.71,148,63389971.85,7304946.70,11.52,119,69558307.97,7591239.70,10.91,119,16231687.96,8290605.17,51.08,12.0,7194482.96,658138.67,9.15,158
55071,WI,Manitowoc,379922.09,32918.00,8.66,127,99465.18,15738.54,15.82,42,608978757.83,127987645.05,21.02,38,207710590.12,37098280.85,17.86,41,10700253.04,7174320.02,67.05,37,23528609.33,4769988.37,20.27,37,7076245.92,3842548.34,54.3,4.0,2293241.33,386632.52,16.86,42
55073,WI,Marathon,1032177.91,53058.98,5.14,325,483643.34,34761.77,7.19,180,1912440577.99,206742761.13,10.81,132,770592510.60,66417984.48,8.62,176,68668990.74,7440930.08,10.84,134,80069669.08,7903208.83,9.87,134,26678065.17,8590150.82,32.2,17.0,9524906.84,796381.81,8.36,180
55075,WI,Marinette,897261.04,47517.57,5.30,298,712328.93,41230.58,5.79,259,2962949504.39,285828082.31,9.65,226,1090861570.91,79089304.09,7.25,254,89446554.36,9135939.71,10.21,222,110757725.93,9224612.07,8.33,222,25143118.93,5894784.21,23.44,26.0,12518416.61,836828.97,6.68,259
55077,WI,Marquette,284092.22,29702.99,10.46,89,124513.31,19185.12,15.41,44,548481351.45,140840447.81,25.68,35,168257767.38,33608614.86,19.97,43,11323625.00,6086332.84,53.75,37,22993428.85,4698215.13,20.43,37,14813695.93,8414759.36,56.8,7.0,1955726.37,358516.72,18.33,44
55078,WI,Menominee,248689.63,26457.52,10.64,76,229982.55,25131.73,10.93,73,2157626284.84,331418415.84,15.36,68,545014628.97,71806610.01,13.18,73,41246687.50,7680366.62,18.62,69,56460800.92,7415176.87,13.13,69,14356693.15,4880010.32,33.99,15.0,5971525.03,735745.10,12.32,73
55079,WI,Milwaukee,163225.20,21657.16,13.27,54,11684.49,4853.82,41.54,6,54834869.75,29416907.42,53.65,5,21169210.16,9960140.39,47.05,6,1930949.90,1312211.14,67.96,5,2750821.69,1494145.76,54.32,5,,,,,269977.18,122449.96,45.36,6
55081,WI,Monroe,590040.18,41795.91,7.08,182,291517.07,28259.07,9.69,105,1335894228.40,188143215.48,14.08,91,450975989.23,51544999.81,11.43,104,53000824.29,7710561.41,14.55,94,62318441.61,7989541.83,12.82,94,20381394.78,6571263.18,32.24,15.0,5625000.63,616439.86,10.96,105
55083,WI,Oconto,664938.55,40617.62,6.11,217,369705.12,29607.18,8.01,137,2030670301.94,235297628.68,11.59,120,707690534.73,68033738.35,9.61,135,55034121.10,7417811.75,13.48,121,70193405.19,7235262.74,10.31,121,16992933.94,5788179.95,34.06,15.0,7926158.59,723306.73,9.13,137
55085,WI,Oneida,830224.27,46058.01,5.55,268,615110.33,38797.81,6.31,221,2079782829.50,242514377.61,11.66,160,790059907.13,66593320.90,8.43,210,80503233.72,10140337.27,12.60,168,90463613.30,10287640.89,11.37,169,27177011.57,6907788.78,25.42,28.0,9264753.46,712381.91,7.69,221
